Player,Team,Conference,GP,MPG,ORtg,USG,eFG%,TS%,ORB%,DRB%,AST%,TO%,FTM,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,BLK%,STL%,FTR,Class,Height,Number,PORPAG,Adj_O_Eff,Foul_rate,Year,ID,Hometown,Recruiting_Rank,A_TO_Rate,Rim_Made,Rim_Missed,Mid_Made,Mid_Missed,Rim%,Mid%,Dunks,Dunks_Attempts,Dunk%,Draft_Spot,DRTG,Adj_DRTG,D_PORPAG,stops,BPM,O_BPM,D_BPM,G_BPM,MPG,OG_BPM,DG_BPM,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,PTS_PG,Position_Advanced,3PT/100
Jeremiah Gambrell,Alcorn St.,SWAC,19,60.8,119,18.6,56.3,59.25,0.5,9.4,4.9,9.8,34,42,0.81,34,73,0.466,43,102,0.422,0.8,2.2,24,Sr,6-3,10,2.58398,116.749,1.4,2024,65801,"Houston, TX",12,0.87499997,14,22,21,52,0.6364,0.4038,0,0,,,121.035,123.072,0.745589,78.0783,-0.360922,3.54722,-3.90814,1.91783,26.6,4.26512,-2.34729,0.15,2.05,2.2,0.7,0.95,0.15,11.75,Wing G,11.632
Jaelin Llewellyn,Michigan,B10,12,19.6,98.6,19.3,63,63.05,1.4,5,11.4,30.8,6,10,0.6,8,21,0.381,14,25,0.56,0,1,21.7,Sr,6-2,3,0.705269,103.434,2.3,2024,65824,"Mississauga, ON",80.4,0.61113334,5,11,3,10,0.4545,0.3,0,0,,,116.97,109.556,1.05527,22.6493,-2.82327,-0.548395,-2.27488,0.189018,14.5833,2.05962,-1.8706,0.1667,0.6667,0.8333,0.9167,0.25,0,5.3333,Combo G,8.25039
Spencer Johnson,BYU,B12,22,66.8,117.2,21.7,50.2,53.66,6.5,15.7,20,13.9,39,49,0.796,55,101,0.545,32,104,0.308,0.4,2.1,23.9,Sr,6-5,20,3.17141,123.257,2.1,2024,65835,"American Fork, UT",,2.35483641,42,52,12,46,0.8077,0.2609,0,0,,,95.6042,93.0774,3.52277,114.774,6.71522,4.33245,2.38277,6.16577,26.7273,3.77074,2.39503,1.5455,3.9091,5.4545,3.3182,1,0.0909,11.1364,Wing G,10.12
Chris Doherty,Northeastern,CAA,22,69.7,107.2,26.8,54.9,57.97,10.1,20.8,21,22.3,52,69,0.754,109,186,0.586,10,40,0.25,2.7,1,30.5,Sr,6-7,33,2.58919,114.671,2.9,2024,65839,"Marlborough, MA",37,0.93651344,92,139,17,47,0.6619,0.3617,6,6,1,,110.558,111.23,2.00505,107.989,1.35764,1.45376,-0.0961172,1.09944,29.1364,2.25133,-1.15188,2.3182,4.7273,7.0455,2.6818,0.5,0.6818,13.6364,PF/C,3.7971
John Newman III,Cincinnati,B12,22,71.2,118.3,16.3,57,60.03,6,14.5,9.9,16.9,42,57,0.737,64,109,0.587,17,48,0.354,0.8,2.8,36.3,Sr,6-5,15,2.5995,115.352,3.2,2024,65849,"Greensboro, NC",67.2,1.20005864,53,79,11,30,0.6709,0.3667,13,15,0.8667,,95.2551,92.1247,3.84988,126.717,6.00507,2.44692,3.55815,5.16843,28.8182,1.34049,3.82793,1.5909,3.6818,5.2727,1.6364,1.4091,0.2273,10.0455,Wing G,4.38867
Wynston Tabbs,Morgan St.,MEAC,15,49.4,98.6,32.9,50,54.37,2,11.1,15.1,19.7,46,53,0.868,54,123,0.439,35,90,0.389,0.2,2.7,24.9,Sr,6-3,1,2.08624,111.795,3.9,2024,65852,"Suitland, MD",42.8,0.60379781,34,73,20,50,0.4658,0.4,0,0,,,113.267,116.084,1.37445,70.1382,-3.23964,0.653221,-3.89286,-0.13503,26.3529,2.49004,-2.62507,0.5882,2.8235,3.4118,1.8824,1.2353,0.1765,16.4706,Combo G,12.6819
Raheem Solomon,Sacred Heart,NEC,21,47.4,86.9,19.4,44.4,47.59,2.5,9.6,6.1,20.3,22,31,0.71,21,65,0.323,23,60,0.383,2.2,1.6,24.8,Sr,6-3,5,-0.408474,83.1332,4.4,2024,65873,"Hartford, CT",,0.50003594,14,33,7,32,0.4242,0.2188,3,4,0.75,,108.861,114.885,1.11464,66.3965,-7.39523,-4.13146,-3.26377,-7.75967,20.087,-4.66017,-3.0995,0.5217,1.7391,2.2609,0.6957,0.5652,0.3913,6.6087,Wing G,8.15974
Tyrel Bladen,Norfolk St.,MEAC,19,52,106.7,16.8,56.7,56.7,8.5,13.3,4.4,17.1,21,39,0.538,55,95,0.579,0,2,0,2.4,1.6,40.2,Sr,6-10,8,0.851253,100.266,4.5,2024,65878,"Coatesville, PA",,0.52387734,48,71,7,24,0.6761,0.2917,18,20,0.9,,104.614,108.895,1.68406,70.4371,-1.98962,-1.43765,-0.55197,-2.6421,20.1739,-1.70662,-0.935476,1.3913,2.4348,3.8261,0.4783,0.5217,0.4348,6.5217,C,0.286599
Tuukka Jaakkola,Cal Poly,BW,20,39.8,97.8,20.9,54.6,53.64,8.1,14.1,5.7,17.1,21,45,0.467,53,97,0.546,0,0,0,2.4,1.2,46.4,Sr,6-10,33,0.545476,98.0583,5.7,2024,65896,"Helsinki, Finland",,0.38100001,44,68,9,29,0.6471,0.3103,15,15,1,,109.046,109.878,1.2843,56.8595,-4.77222,-3.42496,-1.34726,-3.70121,17.2381,-2.66781,-1.0334,1.2381,2,3.2381,0.381,0.3333,0.381,6.1429,C,0
Luis Rodriguez,UNLV,MWC,19,82.9,114.4,18.7,51,52.61,7.9,17.3,9.4,7.7,26,40,0.65,53,100,0.53,30,92,0.326,0.9,3.2,20.8,Sr,6-6,15,3.06831,115.741,3.1,2024,65914,"Los Angeles, CA",61.2,1.69991591,44,67,9,33,0.6567,0.2727,5,8,0.625,,103.808,100.173,3.55235,124.262,5.78531,4.24619,1.53912,4.71733,32.1429,3.28577,1.43156,2.3333,4.5714,6.9048,1.619,1.8095,0.2381,12.0476,Wing G,8.78784
Amari Kelly,George Mason,A10,21,68.6,118.9,22,62.5,65.27,9.7,16.5,9.7,19.1,49,64,0.766,81,133,0.609,16,35,0.457,5.3,1.3,38.1,Sr,6-9,23,3.0775,121.396,4.7,2024,65918,"Norcross, GA",,0.64998951,58,75,23,58,0.7733,0.3966,9,9,1,,100.398,98.7928,3.07122,111.135,5.42564,2.35929,3.06635,4.26609,27.4286,2.4992,1.76688,2.1905,4.0952,6.2857,1.2381,0.5714,1.2381,12.3333,PF/C,3.67796
Carlos Curry,Georgia Southern,SB,11,14.8,83.9,16.6,41.9,45.98,7.3,17.8,2.8,25.3,6,8,0.75,10,23,0.435,2,8,0.25,6.3,1.7,25.8,Sr,6-11,10,-0.425251,79.2215,6.4,2024,65921,"Albany, GA",17.8,0.19997799,6,9,4,14,0.6667,0.2857,3,3,1,,109.246,108.056,0.994239,27.5861,-5.38682,-5.57267,0.185853,-6.22075,12.4545,-5.84605,-0.3747,0.8182,2,2.8182,0.1818,0.3636,0.7273,2.9091,PF/C,3.35827
Antwann Jones,UCF,B12,12,19.1,115.7,18.5,59.1,58.79,6,10,21.1,17.4,7,13,0.538,14,27,0.519,8,17,0.471,1.5,2.9,29.5,Sr,6-6,1,1.40946,119.336,3.5,2024,65925,"Orlando, FL",79,1.77773333,7,13,7,14,0.5385,0.5,1,1,1,,95.6467,91.6309,1.83572,29.3063,5.03526,2.62097,2.41429,5.69221,13.4167,2.6264,3.06582,0.75,1.1667,1.9167,1.3333,0.6667,0.1667,4.9167,Scoring PG,6.05091
Jayden Hardaway,Memphis,Amer,21,30.6,99.8,12.2,44,51.26,2.5,7.3,5.4,20,17,20,0.85,13,25,0.52,6,25,0.24,1.2,0.8,40,Sr,6-5,25,0.0620787,90.459,1.9,2024,65926,"Memphis, TN",,0.75008754,7,16,6,9,0.4375,0.6667,0,0,,,110.651,108.055,1.02187,36.8341,-2.88023,-1.47065,-1.40958,-3.17107,12.9524,-2.15044,-1.02063,0.2857,0.9048,1.1905,0.4286,0.1905,0.1429,2.9048,Wing G,5.08056
Warren Washington,Texas Tech,B12,21,66.9,120.4,18.7,61.9,61.87,10.3,21.1,12.7,15.7,34,58,0.586,91,147,0.619,0,0,0,6.5,1.8,39.5,Sr,7-0,22,3.22586,122.235,3.3,2024,65936,"Escondido, CA",28.8,1.31028235,76,104,15,43,0.7308,0.3488,50,55,0.9091,,97.1272,94.2479,3.57982,131.546,8.74035,3.39973,5.34062,6.76795,28.1905,3.44396,3.32399,2.3333,5.2857,7.619,1.8095,0.8571,1.619,10.2857,C,0
Keenan Fitzmorris,Stony Brook,CAA,22,61.7,112.5,22.8,52.8,59.04,9.7,9.5,9.1,16.5,68,86,0.791,75,142,0.528,6,17,0.353,5.1,0.6,54.1,Sr,7-0,32,2.34394,116.442,3.6,2024,65938,"Overland Park, KS",55.2,0.77143983,33,44,42,98,0.75,0.4286,13,14,0.9286,,109.526,109.473,1.84813,85.9673,1.23743,0.756052,0.481382,0.641786,24.6957,1.10911,-0.467319,2.1739,2.0435,4.2174,1.1739,0.3043,1.0435,10.6087,PF/C,1.83003
Cormac Ryan,North Carolina,ACC,22,69.9,106.4,17.1,44.8,50.19,2.2,9.2,7.8,11.5,48,55,0.873,38,81,0.469,35,121,0.289,1.6,1.7,27.2,Sr,6-5,3,1.73831,106.192,2.8,2024,65941,"New York, NY",86.6,1.3042563,22,41,15,36,0.5366,0.4167,2,2,1,,99.8329,94.8267,3.67684,115.42,4.41071,1.85858,2.55213,2.93387,29.4091,0.413906,2.51996,0.5909,2.5909,3.1818,1.3636,0.9091,0.4545,10.4091,Wing G,10.3544
DaQuan Smith,Radford,BSth,22,78.4,106.8,24.2,48.9,52.07,0.7,10.1,12.5,11.2,45,55,0.818,72,158,0.456,45,127,0.354,1.1,1.7,19.3,Sr,6-1,1,2.29129,110.108,2.4,2024,65943,"Holly Springs, MS",25.8,1.32259981,35,62,37,96,0.5645,0.3854,0,0,,,110.577,111.338,2.14723,104.025,-1.05069,1.08843,-2.13912,0.529134,31.1739,1.74607,-1.21693,0.1739,2.7826,2.9565,1.7826,1.0435,0.3043,14.4348,Combo G,11.0967
Jarron Coleman,Nebraska,B10,11,15,73.7,22.3,29.4,34.42,0.8,13.7,31.3,31.7,7,11,0.636,4,13,0.308,4,21,0.19,0.8,1.2,32.4,Sr,6-5,9,-0.581514,75.8941,3.1,2024,65944,"Indianapolis, IN",50,1.52934323,3,7,1,6,0.4286,0.1667,0,0,,,103.173,105.316,1.13701,24.6739,-6.36808,-5.43109,-0.936989,-6.62093,12.7273,-6.17067,-0.450257,0.0909,1.7273,1.8182,2.3636,0.2727,0.0909,2.4545,Scoring PG,8.71679
Caleb Fields,Fairfield,MAAC,19,78.5,121.5,19.8,56.7,60.03,2.8,9.2,13,10.1,48,58,0.828,40,77,0.519,58,147,0.395,0.2,2.6,25.9,Sr,6-2,0,3.54495,118.516,1.5,2024,65947,"Cape May Court House, NJ",,2.04347822,21,43,19,34,0.4884,0.5588,0,0,,,105.921,110.521,2.47218,111.674,2.8612,4.24025,-1.37906,3.88883,34,4.10852,-0.219689,0.8,2.75,3.55,2.35,1.5,0.1,15.4,Combo G,12.7643
Daniel Schreier,NJIT,AE,11,18.7,97.6,12.2,50,50.28,7.4,10.2,5.8,20.2,3,6,0.5,12,23,0.522,0,1,0,0,0.8,25,Sr,6-9,11,-0.139554,85.9459,7.3,2024,65960,"Santa Monica, CA",,0.83340001,11,19,1,4,0.5789,0.25,0,0,,,114.753,116.697,0.643444,19.5361,-6.68397,-4.01626,-2.66771,-8.30964,12.9167,-5.89079,-2.41885,0.9167,1.3333,2.25,0.4167,0.1667,0.0833,2.5833,C,0.411302
Elijah Buchanan,NJIT,AE,14,53.9,92,23.9,42.9,44.14,5.1,17.4,14.1,13.1,19,36,0.528,49,108,0.454,14,55,0.255,1.5,4,22.1,Sr,6-5,30,0.675705,95.7106,3,2024,65962,"Bronx, NY",,1.09093801,28,60,21,48,0.4667,0.4375,0,0,,,104.429,106.124,2.53416,89.632,-0.699252,-1.27023,0.57098,-0.257918,29.2857,-0.661795,0.403877,1.4286,4.5714,6,1.7143,2,0.4286,11.3571,Wing G,7.84831
Juan Munoz,Hawaii,BW,21,43.2,110.3,24.4,54.5,58.57,0.3,8.4,23.1,16.6,31,36,0.861,22,41,0.537,34,93,0.366,0.5,2.9,26.9,Sr,6-0,55,1.60835,115.887,2.2,2024,65970,"Morrisville, NC",,1.41375209,13,23,9,18,0.5652,0.5,0,0,,,101.955,103.467,1.6544,65.1522,2.02248,3.0064,-0.983925,5.12708,17.2609,4.12484,1.00225,0.0435,1.3043,1.3478,1.7826,0.7826,0.087,8.7391,Scoring PG,15.0566
DJ Burns Jr.,North Carolina St.,ACC,22,62.7,102.9,25.7,50.2,51.14,6.1,12.5,22.4,15.2,26,45,0.578,113,221,0.511,0,4,0,2.7,1.6,20,Sr,6-9,30,2.06271,112.764,4.1,2024,65981,"Rock Hill, SC",78.6,1.55259643,54,89,59,132,0.6067,0.447,2,2,1,,101.565,99.9178,2.7102,98.1095,2.44762,0.377186,2.07043,2.87935,25.3636,1.22763,1.65172,1.4545,2.8182,4.2727,2.6818,0.7273,0.6364,11.4545,C,0.410382
Deon Stroud,Texas Southern,SWAC,19,42.5,85,19.5,41.2,45.41,2.2,15.4,15.1,23.8,18,24,0.75,21,48,0.438,11,43,0.256,0.3,1.6,26.4,Sr,6-5,7,-0.32406,83.5679,3.5,2024,65995,"Fresno, CA",,1,14,21,7,27,0.6667,0.2593,5,5,1,,104.263,105.811,1.48951,55.9282,-4.72092,-4.38863,-0.332297,-4.94647,17.05,-4.51243,-0.434031,0.4,2.4,2.8,1.3,0.45,0.15,5.25,Wing G,7.6498
Aanen Moody,Montana,BSky,20,83.1,101.5,21.7,51.9,55.01,0.7,10.9,10.1,16.2,32,34,0.941,62,117,0.53,39,115,0.339,0.3,1.7,14.7,Sr,6-3,11,1.53944,102.407,2.5,2024,66001,"Dickinson, ND",,1.02174997,21,35,41,82,0.6,0.5,0,0,,,109.833,109.478,2.48961,104.324,-1.18576,0.312724,-1.49848,-1.35298,32.7826,-0.293962,-1.05902,0.2174,2.9565,3.1739,2.0435,0.9565,0.087,14.6087,Wing G,10.3887
Blake Hinson,Pittsburgh,ACC,22,81.4,115.2,23.3,57.1,58.86,3.3,14.3,4.1,10.9,65,98,0.663,54,113,0.478,74,176,0.42,0.5,0.9,33.9,Sr,6-8,2,3.67056,121.564,2.7,2024,66010,"Deltona, FL",71.2,0.45163577,46,79,8,34,0.5823,0.2353,6,8,0.75,,102.879,100.533,3.44764,111.135,-0.0132757,2.4732,-2.48647,3.64126,32.5455,4.23332,-0.592065,1,4.0455,5.0455,0.6364,0.5,0.1364,17.9545,Wing F,14.4003
Franco Miller Jr.,Florida Gulf Coast,ASun,21,61.2,89.3,18.4,38.6,41.74,2.1,17.2,15.1,18.2,22,34,0.647,33,90,0.367,13,46,0.283,0.7,1.8,25,Sr,6-3,12,-0.331803,85.1547,2.1,2024,66012,"Freeport, Bahamas",,1.71881789,28,64,5,26,0.4375,0.1923,1,1,1,,111.166,111.013,1.70273,86.3232,-4.0821,-3.26427,-0.817826,-4.72782,25,-3.75201,-0.975815,0.5,3.4583,3.9583,2.2917,0.8333,0.125,6.7917,Wing G,5.48143
Jonathan Tchamwa Tchatchoua,Baylor,B12,12,9.4,91.9,17.1,55.3,55.26,9.5,19.9,6.4,34.1,0,0,0,6,13,0.462,3,6,0.5,2.7,0.7,0,Sr,6-8,23,0.0383907,90.7004,4,2024,66025,"Douala, Cameroon",,0.5,3,5,3,7,0.6,0.4286,0,0,,,102.773,99.3571,0.742594,14.1838,-1.19034,-2.28755,1.09721,-4.52078,6.7692,-3.73779,-0.782994,0.4615,1.2308,1.6923,0.3077,0.0769,0.2308,1.7692,PF/C,4.35707
Jimmy Nichols,Coastal Carolina,SB,12,30.2,101.1,23.7,58.3,60.96,8.9,16,9.8,27,18,24,0.75,35,65,0.538,7,13,0.538,7.2,0.5,30.8,Sr,6-8,55,1.02807,103.724,5.7,2024,66038,"Conway, SC",62.6,0.51723476,24,34,11,31,0.7059,0.3548,2,2,1,,112.149,112.116,1.32835,45.5873,-1.83173,-2.29505,0.463319,-2.53295,19.7143,-1.81239,-0.720561,1.7857,3.1429,4.9286,1.0714,0.1429,1.1429,9.2143,PF/C,2.97543
Tolu Smith,Mississippi St.,SEC,10,30.7,108,30.5,59.4,61,12.6,18.4,12,20.2,49,79,0.62,60,101,0.594,0,0,0,1.7,1.7,78.2,Sr,6-11,1,3.65882,128.114,3.9,2024,66056,"Bay St. Louis, MS",,0.4827586,54,84,6,17,0.6429,0.3529,10,10,1,,98.4368,89.473,3.89641,52.0526,3.63502,2.13196,1.50307,6.2911,27,4.59741,1.69369,3,4.6,7.6,1.4,0.8,0.4,16.9,C,0
TJ Moss,Cleveland St.,Horz,6,4.1,81.5,14.3,25,37.14,2.8,9.1,8.4,21.2,3,3,1,2,8,0.25,0,0,0,2.9,4.6,37.5,Sr,6-4,8,-0.379024,71.8147,5.3,2024,66062,"Memphis, TN",58.8,1,1,6,1,2,0.1667,0.5,0,1,0,,104.566,103.084,0.614859,7.69913,-4.82311,-5.52489,0.701783,-6.73163,6.3333,-7.92469,1.19307,0.1667,0.5,0.6667,0.3333,0.5,0.1667,1.1667,Combo G,0
Parker Braun,Kansas,B12,22,20.3,119,13,75,75.4,3.6,20.7,9.3,24.5,6,8,0.75,21,28,0.75,3,6,0.5,9.1,1.6,23.5,Sr,6-10,23,0.706598,114.091,4.9,2024,66066,"Burlington, KS",,0.90905288,19,23,2,5,0.8261,0.4,9,10,0.9,,91.7463,88.445,1.20308,43.2876,8.54656,1.20818,7.33838,6.28425,8.2609,0.988111,5.29613,0.2609,1.6957,1.9565,0.4348,0.2609,0.6522,2.4783,PF/C,1.91554
Diante Wood,Tennessee Tech,OVC,15,47.5,98.4,22.4,47,54.16,4.8,11.7,18.1,20,38,46,0.826,44,90,0.489,2,10,0.2,1.2,1.2,46,Sr,6-4,1,0.979996,100.151,3.2,2024,66073,"Anniston, AL",56,1.16129032,27,51,17,39,0.5294,0.4359,2,3,0.6667,,113.009,116.947,1.24725,59.6113,-4.37092,-2.08906,-2.28186,-4.48359,25.125,-2.01461,-2.46897,0.9375,2.625,3.5625,2.25,0.5625,0.3125,8.6875,Wing G,1.54454
Kobe Julien,Louisiana Lafayette,SB,21,81.2,109.7,26.3,52.1,57.17,4.2,14.5,7.3,16,82,97,0.845,90,174,0.517,40,114,0.351,2.6,1.8,33.7,Jr,6-6,4,3.03974,116.035,3.6,2024,66085,"Baton Rouge, LA",,0.6037842,66,114,24,60,0.5789,0.4,1,1,1,,103.467,103.237,3.13563,121.415,0.522305,0.728238,-0.205933,2.63637,31.4783,2.46928,0.167089,1.087,3.6957,4.7826,1.3913,1.1739,0.8261,18.1304,Wing F,9.58829
Amanze Ngumezi,Mercer,SC,18,34.5,96,22.3,48,49.18,5.6,19.8,8.1,15.3,15,27,0.556,35,69,0.507,8,29,0.276,4.5,1.3,27.6,Sr,6-9,8,0.421438,96.9821,5.5,2024,66093,"Savannah, GA",77.8,0.73684793,23,33,12,36,0.697,0.3333,7,8,0.875,,102.998,103.695,1.45605,52.2727,-2.24687,-2.78914,0.542264,-2.30782,15.4286,-2.42341,0.115591,0.8571,2.5238,3.381,0.6667,0.4286,0.7619,6.2381,Stretch 4,6.1936
Darius Beane,Lindenwood,OVC,20,78.5,90.9,25.1,45.1,49.2,1.6,10.8,16.4,18.5,53,74,0.716,96,214,0.449,3,9,0.333,0.2,2.1,33.2,Sr,6-3,25,0.522854,93.86,3.7,2024,66117,"Carbondale, IL",,0.9807599,27,50,69,164,0.54,0.4207,0,0,,,110.424,115.335,1.71353,101.552,-5.49802,-3.1352,-2.36281,-5.56976,31.5652,-3.51627,-2.05349,0.5217,2.9565,3.4783,2.2174,1.2174,0.0435,12.9565,Combo G,0.832771
Cameron Jones,McNeese St.,Slnd,19,32.9,96.8,15.1,39.7,43.96,4.9,13,8.1,14.4,10,12,0.833,14,30,0.467,6,28,0.214,2.3,1.2,20.7,Sr,6-6,35,-0.031817,88.3645,3.8,2024,66119,"Memphis, TN",,1.39987735,13,22,1,8,0.5909,0.125,0,0,,,102.758,105.471,1.16842,40.3027,-3.25604,-2.54936,-0.706678,-3.54872,15.087,-2.85837,-0.690356,0.7391,1.8696,2.6087,0.913,0.6957,0.2174,4.1739,Wing F,6.73108
Tre King,Iowa St.,B12,22,56.7,106.5,20.9,53.5,57.41,9.3,18.8,6.6,20.2,39,49,0.796,72,130,0.554,8,27,0.296,2,2.9,31.2,Sr,6-7,0,1.67877,110.391,4.3,2024,66121,"Lexington, KY",,0.48650255,54,72,16,53,0.75,0.3019,16,17,0.9412,,89.3806,87.5329,3.42595,106.395,3.05115,0.0295567,3.0216,2.32614,22.6818,-0.000103238,2.32625,1.8182,3.5,5.3182,0.8182,1.1364,0.3182,9.4091,Wing F,3.0791
Cameron Tyson,Seattle,WAC,19,72.4,109.1,24.9,51.7,55.89,2.1,12.9,8.1,13,60,70,0.857,51,114,0.447,59,156,0.378,0.2,1.7,25.9,Sr,6-3,5,3.08231,116.732,2.3,2024,66125,"Bothell, WA",,0.62857606,26,40,25,74,0.65,0.3378,0,1,0,,99.3581,100.966,3.35246,108.926,1.59987,2.23051,-0.630642,5.11508,33.1579,4.29662,0.818463,0.5789,3.6316,4.2105,1.1579,0.9474,0.0526,17.8421,Wing G,14.4724
RayQuawndis Mitchell,Penn St.,B10,15,14.6,83.9,17.4,30,43.08,2.6,15.2,5,17.6,18,28,0.643,3,11,0.273,3,14,0.214,0,3.5,112,Sr,6-5,21,-0.186369,82.7609,4,2024,66128,"Blaine, MN",,0.5714592,2,10,1,1,0.2,1,0,0,,,101.262,100.922,0.891533,25.8669,-2.24896,-2.87998,0.631019,-2.82007,8.6667,-4.43683,1.61676,0.2,1.0667,1.2667,0.2667,0.5333,0,2.2,Wing G,6.1264
Braden Norris,Loyola Chicago,A10,21,86.2,117.8,14,62.3,67.12,0.5,10.6,23.6,23.6,37,39,0.949,14,29,0.483,43,97,0.443,0.3,1.6,31,Sr,6-0,4,2.35615,108.756,1.8,2024,66146,"Hilliard, OH",,2.3488872,7,11,7,18,0.6364,0.3889,0,0,,,100.761,100.445,3.66267,118.583,3.40482,2.11558,1.28924,3.25111,33.8636,1.47737,1.77374,0.1364,3.2727,3.4091,4.5909,1,0.0909,9.0455,Scoring PG,7.64828
Nick Honor,Missouri,SEC,22,76.5,106.2,17.4,50,53.3,1.4,3.4,11,13.5,33,40,0.825,23,71,0.324,49,122,0.402,0.3,1.6,20.7,Sr,5-10,10,1.60026,104.133,2.5,2024,66148,"Orlando, FL",52.6,1.5184551,11,34,12,37,0.3235,0.3243,0,0,,,115.285,111.04,2.12582,79.8902,-1.375,1.2852,-2.66021,-1.55805,30.7727,0.0543943,-1.61245,0.3636,0.9091,1.2727,1.8636,0.8182,0.0909,10.2727,Scoring PG,10.5663
Dravon Mangum,Louisiana Tech,CUSA,19,47.8,101.4,14.9,36.9,45.39,7,15.2,5.1,13,30,38,0.789,13,37,0.351,11,43,0.256,1.2,2.1,47.5,Sr,6-8,2,0.37786,94.7575,3,2024,66175,"Roxboro, NC",,1.15383314,10,24,3,13,0.4167,0.2308,2,3,0.6667,,95.1909,95.7722,2.34093,69.2165,1.57554,0.00470786,1.57083,0.278921,19.0909,-1.30024,1.57916,1.1818,2.9545,4.1364,0.6818,0.7727,0.3182,5.5909,Wing F,6.95781
Jared Bynum,Stanford,P12,17,49.4,97,22.8,42.3,46.11,1.4,8.7,37.7,22.7,19,22,0.864,27,72,0.375,17,52,0.327,0.2,1.3,17.7,Sr,5-10,1,1.2038,103.242,2.7,2024,66190,"Largo, MD",26,2.38463886,18,40,9,32,0.45,0.2813,0,1,0,,107.839,105.621,2.15965,67.6141,-2.32705,-0.626513,-1.70053,-1.81013,24.8235,-0.682164,-1.12797,0.2941,2,2.2941,5.4706,0.5882,0.0588,7.2941,Pure PG,6.89581
Sy Chatman,Buffalo,MAC,21,77.9,98.4,29,49.8,52.84,4,18.1,9.7,16.5,69,101,0.683,110,198,0.556,28,107,0.262,4.5,1.7,33.1,Sr,6-8,1,2.00935,107.655,3.5,2024,66195,"Minneapolis, MN",,0.45000553,84,126,22,65,0.6667,0.3385,28,29,0.9655,,112.013,112.004,2.05946,123.028,-3.28576,-1.63717,-1.64859,-0.0212506,31.3182,0.869665,-0.890916,1.1818,5,6.1818,1.2273,1,1.4091,17.8182,Stretch 4,9.32623
Tre Wood,George Mason,A10,14,9.4,75,18.6,40,41.58,0,4.2,9.5,24.8,3,6,0.5,8,17,0.471,0,3,0,0,0.8,30,Sr,6-1,8,-0.306148,73.4262,3,2024,66197,"Largo, MD",21.8,0.83324997,4,8,4,9,0.5,0.4444,0,0,,,110.005,108.644,0.438952,9.70541,-10.0071,-7.2402,-2.7669,-9.71306,6,-7.25502,-2.45804,0,0.3333,0.3333,0.3333,0.0667,0,1.4667,Combo G,2.30068
Samba Diallo,Merrimack,NEC,21,71.2,101.8,14.8,44.2,53.56,6,10.8,6.6,17.8,53,66,0.803,31,69,0.449,10,35,0.286,0.5,2.3,63.5,Sr,6-7,2,0.347543,92.576,3.5,2024,66198,"Rufisque, Senegal",65.4,0.77422461,24,49,7,20,0.4898,0.35,2,2,1,,98.4551,101.399,2.9332,100.963,-1.01181,-2.43563,1.42381,-2.47707,28.6087,-3.21278,0.735712,1.5652,2.7826,4.3478,1.0435,1.1739,0.1304,7.2609,Wing G,3.42327
Blake Preston,Northwestern,B10,20,22.4,97.6,18,42.4,43,14.6,14.8,11.5,18.6,11,26,0.423,14,33,0.424,0,0,0,5,2.1,78.8,Sr,6-9,32,0.29875,97.7987,8.9,2024,66205,"Charlotte, NC",,1.27272722,12,28,2,5,0.4286,0.4,3,5,0.6,,103.804,99.137,1.09156,36.9164,0.951271,-1.62473,2.576,-3.55046,10.1,-4.9788,1.42835,1.15,1.15,2.3,0.7,0.35,0.4,1.95,C,0
Ryan Young,Duke,ACC,21,30.7,111.8,18.2,62.2,64.72,13.2,19.8,14,28.1,17,24,0.708,28,44,0.636,0,1,0,5.2,0.9,53.3,Sr,6-10,15,0.988456,112.247,5.3,2024,66209,"Stewartsville, NJ",31,0.9565377,27,39,1,5,0.6923,0.2,2,2,1,,98.505,96.0854,1.49107,50.5223,4.93511,1.1925,3.74261,3.42445,12.2857,0.647172,2.77728,1.3333,2.0952,3.4286,1.0476,0.1905,0.5714,3.4762,C,0.223174
Jaedon LeDee,San Diego St.,MWC,20,79.3,118.6,29,56.4,61,11.4,18,11.5,13.8,118,163,0.724,130,229,0.568,10,28,0.357,2,2.2,63.4,Sr,6-9,13,5.42626,136.044,2.7,2024,66216,"Houston, TX",79.6,0.66668103,72,107,54,113,0.6729,0.4779,11,11,1,,98.3655,93.2138,4.37122,131.508,7.08984,4.79103,2.29881,8.40166,32.5909,6.58471,1.81695,3.2727,5.3636,8.6364,1.5455,1.2273,0.5455,20,Wing F,2.44408
Kenneth Nwuba,UCLA,P12,21,22,101.2,14,54.2,55.38,14.1,9.2,6.5,25.9,9,16,0.563,13,24,0.542,0,0,0,2.2,0.7,66.7,Sr,6-10,14,0.198635,95.5593,9.5,2024,66222,"Lagos, Nigeria",51,0.58331806,12,19,1,5,0.6316,0.2,7,10,0.7,,103.604,100.969,0.919883,27.3561,0.172942,-1.15988,1.33282,-4.0395,8.9091,-5.03894,0.999441,1,0.7273,1.7273,0.3182,0.0909,0.1364,1.7727,C,0
